id,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,runtime,status,tagline,title,revenue,release_year,release_month,release_day,release_dow,collection_name,has_collection,Mystery,Thriller,Western,Documentary,War,Horror,Foreign,Drama,Adventure,Science Fiction,Action,Romance,Animation,Crime,Comedy,TV Movie,Family,Fantasy,History,Music,num_companies,production_company_Warner Bros.,production_company_Universal Pictures,production_company_Paramount Pictures,production_company_Twentieth Century Fox Film Corporation,production_company_Columbia Pictures,production_company_New Line Cinema,production_company_Metro-Goldwyn-Mayer (MGM),production_company_Touchstone Pictures,production_company_Walt Disney Pictures,production_company_Columbia Pictures Corporation,production_company_Relativity Media,production_company_Canal+,production_company_TriStar Pictures,production_company_United Artists,production_company_Dune Entertainment,production_company_Miramax Films,production_company_Village Roadshow Pictures,production_company_BBC Films,production_company_StudioCanal,production_company_Regency Enterprises,production_company_Fox Searchlight Pictures,production_company_Working Title Films,production_company_Lionsgate,production_company_Amblin Entertainment,production_company_DreamWorks SKG,production_company_Dimension Films,production_company_Summit Entertainment,production_company_Film4,production_company_Morgan Creek Productions,production_company_Hollywood Pictures,num_countries,production_country_US,production_country_GB,production_country_FR,production_country_DE,production_country_CA,production_country_IN,production_country_JP,production_country_IT,production_country_RU,production_country_AU,production_country_CN,production_country_ES,production_country_HK,production_country_IE,production_country_MX,production_country_KR,production_country_SE,production_country_NZ,production_country_CZ,production_country_DK,production_country_NL,production_country_BE,production_country_BR,production_country_HU,production_country_ZA,num_languages,language_en,language_fr,language_es,language_de,language_ru,language_it,language_ja,language_zh,language_hi,language_ar,language_pt,language_ko,language_cn,language_pl,language_th,language_hu,language_sv,language_ta,language_la,language_cs,language_he,language_el,language_da,language_fa,language_tr,language_ur,language_no,language_nl,language_sw,language_vi,num_Keywords,keyword_woman director,keyword_independent film,keyword_duringcreditsstinger,keyword_murder,keyword_based on novel,keyword_violence,keyword_sport,keyword_revenge,keyword_aftercreditsstinger,keyword_dystopia,keyword_sex,keyword_biography,keyword_sequel,keyword_nudity,keyword_friendship,keyword_suspense,keyword_police,keyword_female nudity,keyword_love,keyword_drug,keyword_detective,keyword_teenager,keyword_prison,keyword_3d,keyword_father son relationship,keyword_musical,keyword_high school,keyword_family,keyword_los angeles,keyword_wedding,num_cast,all_cast,cast_name_Bruce McGill,cast_name_Forest Whitaker,cast_name_Samuel L. Jackson,cast_name_Robert De Niro,cast_name_John Turturro,cast_name_Owen Wilson,cast_name_Morgan Freeman,cast_name_Jason Statham,cast_name_Liam Neeson,cast_name_Frank Welker,cast_name_Susan Sarandon,cast_name_Willem Dafoe,cast_name_John Goodman,cast_name_Mel Gibson,cast_name_Sylvester Stallone,cast_name_George Clooney,cast_name_Mark Wahlberg,cast_name_Christian Bale,cast_name_Julianne Moore,cast_name_Sigourney Weaver,cast_name_John Leguizamo,cast_name_William H. Macy,cast_name_Bruce Willis,cast_name_Nicolas Cage,cast_name_Colleen Camp,cast_name_Ed Harris,cast_name_John C. Reilly,cast_name_Kathy Bates,cast_name_Allison Janney,cast_name_Kevin Bacon,genders_0,genders_1,genders_2,cast_character_,cast_character_Himself,cast_character_Dancer,cast_character_Herself,cast_character_Additional Voices (voice),cast_character_Debutante,cast_character_Doctor,cast_character_Waitress,cast_character_Reporter,cast_character_Nurse,cast_character_Bartender,cast_character_Security Guard,cast_character_Nightclub Dancer,cast_character_Student,cast_character_Jack,jobs_Producer,jobs_Executive Producer,jobs_Director,jobs_Screenplay,jobs_Editor,jobs_Casting,jobs_Director of Photography,jobs_Original Music Composer,jobs_Art Direction,jobs_Production Design,jobs_Costume Design,jobs_Writer,jobs_Set Decoration,jobs_Makeup Artist,jobs_Sound Re-Recording Mixer,departments_Production,departments_Sound,departments_Art,departments_Crew,departments_Writing,departments_Costume & Make-Up,departments_Camera,departments_Directing,departments_Editing,departments_Visual Effects,departments_Lighting,departments_Actors,log_budget,log_popularity,_budget_runtime_ratio,_budget_popularity_ratio,_budget_year_ratio,_releaseYear_popularity_ratio,_releaseYear_popularity_ratio2,_year_to_log_budget,_year_to_log_popularity,has_homepage,isTaglineNA,isTitleDifferent,isMovieReleased,original_title_letter_count,original_title_word_count,title_word_count,overview_word_count,tagline_word_count,meanruntimeByYear,meanPopularityByYear,meanBudgetByYear
1927,28000000,http://www.mgm.com/view/movie/695/For-Your-Eyes-Only/,tt0082398,en,For Your Eyes Only,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,9.765123,/vpZZZ2eq8z4I6PSeGxR2UWNciGG.jpg,362102400000000000,127.0,Released,"No one comes close to James Bond, 007.",For Your Eyes Only,195312802,1981,6,23,1,James Bond Collection,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,Alkis Kritikos Andy Bradford Carole Bouquet Cassandra Harris Chaim Topol Charles Dance Clive Curtis Desmond Llewelyn Eva Rueber-Staier Evelyn Drogue Fred Bryant Geoffrey Keen Graham Crowden Graham Hawkes Jack Hedley Jack Klaff James Villiers Janet Brown Jeremy Bulloch Jill Bennett John Moreno John Wells John Wyman Julian Glover Lalla Dean Lois Maxwell Lynn-Holly Johnson Maureen Bennett Michael Gothard Noel Johnson Paul Angelis Paul Brooke Robbin Young Roger Moore Sheena Easton Stag Theodore Stefan Kalipha Toby Robins Walter Gotell William Hoyland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,2,1,2,1,1,1,0,1,0,0,5,2,3,0,3,1,1,1,1,0,0,0,17.147715103853763,2.3763115566683757,220472.44094488188,2867347.395419392,7.134919544863482,202.86482822592197,0.004929390711761737,115.52559556781951,833.6448957801609,0,0,0,1,18,4,4,35.0,8.0,,,
1086,0,,tt0085514,es,El exterminador de la carretera,"It's the year 3000 and a nuclear war has turned the earth into a desert wasteland. A group of survivors living in a cave run out of water and desperately need to locate a new supply. The last guy they sent out to find water never returned, and now his 10 year old son Timmy wants to join the next search team. They think they know where there's an untapped well of water, but to get there they have to travel through dangerous terrain controlled by a savage gang of motorcyclists under the bloodthirsty reign of 'Crazy Bull'. On their mission, Timmy and his team run into a lonesome stranger named Alien (Robert Iannucci) who may be able to help them against the marauding motorcyclists. Can the struggling survivors looking for water in this barren world defeat Crazy Bull and his exterminating minions? Hang on tight - the battle has just begun!",0.676383,/8rwnG5sVrm30XnPARasniXQOFLu.jpg,429580800000000000,90.0,Released,A futuristic film of survival,Exterminators of the Year 3000,606694,1983,8,13,5,No Collection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,Alfonso Giganti Alicia Moro Anna Orso Beryl Cunningham Eduardo Fajardo Fernando Bilbao Franco Maria Salamon Garcia Monserrat Goffredo Unger José Luis Chinchilla Luca Venantini Luciano Pigozzi Riccardo Mioni Robert Iannucci Román Ariznavarreta Sergio Mioni Venantino Venantini Virgilio Daddi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,1,3,1,0,0,1,1,1,2,3,1,2,2,2,0,0,0,0.0,0.5166384962395041,0.0,0.0,0.0,2931.7709049458667,0.0003410907715582451,inf,3838.2737918947446,1,0,1,1,31,5,5,152.0,5.0,,,
322,85000000,,tt1667353,en,Mirror Mirror,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...",14.170183,/twCU43qv4VVqqsIi1NMnGj2kXmp.jpg,1331769600000000000,106.0,Released,The Snow White legend comes alive.,Mirror Mirror,183018522,2012,3,15,3,No Collection,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,Adam Butcher Alex Ivanovici André Lanthier Armie Hammer Arthur Holden Bonnie Bentley Danny Woodburn Dawn Ford Eric Davis Frank Welker Joe Gnoffo Jordan Prentice Julia Roberts Kathleen Fee Kimberly-Sue Murray Kwasi Songui Lily Collins Lisa Noto Lisa Roberts Gillan Mare Winningham Mark Povinelli Martin Klebba Michael Lerner Mélodie Simard Nadia Verrucci Nathan Lane Nicholas Guest Richard Jutras Robert Emms Ronald Lee Clark Sean Bean Sebastian Saraceno William Calvert,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1,2,2,2,1,1,0,1,0,0,0,0,0,18,1,1,0,5,0,1,1,2,3,1,0,18.258161826219297,2.719331856570475,801886.7924528302,5998511.098974516,20.997276776715452,141.98828624866735,0.007042834493041749,110.19729253964134,739.8876290654217,1,0,0,1,13,2,2,47.0,6.0,,,
1289,1700000,,tt0069768,en,Battle for the Planet of the Apes,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",11.644764,/jCxeJhN5yGWH7veXCGNrBT93L3R.jpg,108950400000000000,93.0,Released,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,Battle for the Planet of the Apes,8844595,1973,6,15,4,Planet of the Apes Original Collection,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,Austin Stoker Bobby Porter Cal Wilson Claude Akins Colleen Camp France Nuyen Heather Lowe John Huston Lew Ayres Michael Stearns Natalie Trundy Noah Keen Paul Stevens Paul Williams Richard Eastham Roddy McDowall Severn Darden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,4,0,1,1,2,0,0,0,14.346139397261565,2.537243216444402,18279.56989247312,145988.36009042346,0.43671162313122747,169.43237321082677,0.005902059807399899,137.52828864723094,777.6156370081417,1,0,0,1,33,7,7,70.0,28.0,,,
1052,0,,tt0103251,en,White Palace,"Max Baron is a Jewish advertising executive in his 20s who's still getting over the death of his wife. Nora Baker is a 40-something diner waitress who enjoys the wilder side of life. Mismatched or not, their attraction is instant and smoldering. With time, however, their class and age differences become an obstacle in their relationship, especially since Max can't keep Nora a secret from his Jewish friends and upper-crust associates forever.",2.59282,/WcWCAYhcaSJu8TqETGvr1J16dz.jpg,656294400000000000,103.0,Released,The story of a younger man and a bolder woman.,White Palace,17487531,1990,10,19,4,No Collection,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,Eileen Brennan James Spader Jason Alexander Jonathan Penner Kathy Bates Renée Taylor Steven Hill Susan Sarandon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,1,1,0,1,1,2,0,1,0,0,4,1,3,0,3,2,1,1,1,0,0,0,0.0,1.2789374094648307,0.0,0.0,0.0,767.5041074968567,0.001302924623115578,inf,1555.9791943475266,1,0,0,1,12,2,2,72.0,10.0,,,
1509,30000000,,tt0120036,en,Rosewood,"Spurred by a white woman's lie, vigilantes destroy a black Florida town and slay inhabitants in 1923.",2.899809,/1TFDWaCFbqibSQ2fgf2afhRhDwt.jpg,856483200000000000,140.0,Released,"In 1923, a black town in Florida was burned to the ground, its people murdered because of a lie. Some escaped and survived because of the courage and compassion of a few extraordinary people. This film is for them.",Rosewood,13130349,1997,2,21,4,No Collection,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Akosua Busia Badja Djola Benea Ousley Brett Rice Bridgid Coulter Bruce McGill Catherine Kellner Don Cheadle Elise Neal Esther Rolle Gabie Chavis Isabell O'Connor Jaimz Woolvett James Edward Coleman II Jon Voight Kathryn Meisle Ken Sagoes Kevin Jackson Loren Dean Marcus Barrington Mark Boone Junior Matthew Davison Michael Rooker Muse Watson Paul Benjamin Ric Reitz Robert Patrick Tristan Hook Vanessa Baden Ving Rhames,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3,4,8,3,0,1,1,4,3,1,0,0,0,17.216707972959764,1.3609275775773433,214285.7142857143,10345508.96283169,7.522550726440186,688.6660466258295,0.0014520826239359037,115.99197727791227,1467.3815366097303,1,0,0,1,8,1,1,17.0,39.0,,,
2831,0,,tt0115530,en,American Buffalo,Three inner-city losers plan a robbery of a valuable coin in a seedy second-hand junk shop.,7.031279,/lyV5AAFPtGS8sqUNKiKQKhYue2x.jpg,842572800000000000,88.0,Released,They had a plan. It wasn't worth a nickle.,American Buffalo,665450,1996,9,13,4,No Collection,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Dennis Franz Dustin Hoffman Sean Nelson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,1,1,0,1,1,0,1,1,1,10,10,9,52,2,6,13,6,6,0,10,0,0.0,2.0833437929839156,0.0,0.0,0.0,283.8743847314266,0.0035226848697394787,inf,958.0751898567756,1,0,0,1,16,2,2,16.0,9.0,,,
1118,40000000,,tt0256380,en,Shallow Hal,"A shallow man falls in love with a 300 pound woman because of her ""inner beauty"".",12.520688,/xhdJKfDp7TihFcO5CF6BFY1xImE.jpg,1004572800000000000,114.0,Released,Are You A Shallow Guy?,Shallow Hal,141069860,2001,11,1,3,No Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,Brooke Burns Bruce McGill Daniel Greene Danny Murphy Erinn Bartlett Fawn Irish Gwyneth Paltrow Jack Black Jason Alexander Joe Viterelli Kyle Gass Laura Kightlinger Nan Martin Rob Moran Sasha Neulinger Steve Tyler Susan Ward Tony Robbins Zen Gesner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0,2,3,2,0,1,0,0,1,0,0,0,0,0,4,1,1,0,3,0,1,2,2,0,0,0,17.50439003707821,2.604220956894054,350877.1929824561,3194712.622820727,9.990007495003123,159.81549895660686,0.006257215392303848,114.31418037197724,768.3679814889861,1,0,0,1,11,2,2,16.0,5.0,,,
1313,30000000,,tt0309698,en,Identity,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",17.955897,/xSNSp2wmCUwFavxdkMF417hBc39.jpg,1051228800000000000,90.0,Released,The secret lies within.,Identity,90259536,2003,4,25,4,No Collection,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22,Alfred Molina Amanda Peet Bret Loehr Carmen Argenziano Clea DuVall Frederick Coffin Holmes Osborne Jake Busey Joe Hart John C. McGinley John Cusack John Hawkes Leila Kenzle Marshall Bell Matt Letscher Michael Hirsch Pruitt Taylor Vince Ray Liotta Rebecca De Mornay Stuart M. Besser Terence Bernie Hines William Lee Scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,1,1,1,1,1,0,5,2,4,1,1,8,1,2,1,3,0,0,17.216707972959764,2.9421150704547916,333333.3333333333,1670760.3078810265,7.477550523939502,111.55109655618986,0.008964501747378931,116.34047595776579,680.8027395374364,1,0,0,1,8,1,1,44.0,4.0,,,
1128,75000000,,tt0120458,en,Virus,"When the crew of an American tugboat boards an abandoned Russian research vessel, the alien life form aboard regards them as a virus which must be destroyed.",7.116537,/5Np88iigCfnXvMlMKmCcbPVIbYQ.jpg,916272000000000000,99.0,Released,Life on earth is in for a shock.,Virus,14010690,1999,1,14,3,No Collection,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Cliff Curtis David Eggby Donald Sutherland Jamie Lee Curtis Joanna Pacula Julio Oscar Mechoso Keith Flippen Levan Uchaneishvili Marshall Bell Olga Rzhepetskaya-Retchin Sherman Augustus William Baldwin Yuri Chervotkin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,1,1,0,1,0,0,3,9,16,3,2,4,2,3,1,4,0,0,18.132998684833918,2.0939035853735386,757575.7575757576,10538833.705213645,18.768764071880863,280.8950476896277,0.0035600485242621312,110.24100507280818,954.6762391370526,1,0,0,1,5,1,1,27.0,8.0,,,
186,14000000,,tt0119579,en,Love's Deadly Triangle: The Texas Cadet Murder,"Based on a true story, this film recounts the story of Diane Zamora and David Graham, two high school sweethearts who swear to always be together, even as they enter separate military academies. But when David confesses he had an affair with a classmate, Diane has an ultimatum, leading the two into a murderous pact with severe repercussions.",1.36737,/icYCbrSnY2XZk7oGGyEwYWnGaLu.jpg,856396800000000000,93.0,Released,,Love's Deadly Triangle: The Texas Cadet Murder,161001698,1997,2,20,3,No Collection,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Andrew Masset Cassidy Rae Chad Carlberg David Lipper Dee Wallace Derin Altay Gary Grubbs Holly Marie Combs Jack Landry JoAnna Garcia Joanna Canton Karyn Beach Kurt Fuller R. Keith Harris Wilmer Calderon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,16.454567959008102,0.8617796343276014,150537.63440860214,10238633.288722146,3.5105236723387536,1460.4679055412946,0.0006847120681021532,121.36447489687728,2317.2977411541497,1,0,0,1,46,7,7,58.0,,,,
1296,20500000,,tt0085750,en,Jaws 3-D,"This third film in the series follows a group of marine biologists attempting to capture a young great white shark that has wandered into Florida's Sea World Park. However, later it is discovered that the shark's 35-foot mother is also a guest at Sea World. What follows is the shark wreaking havoc on the visitors in the park.",16.603041,/5Daud3zyxB4FgZPgqnvRer6FOU7.jpg,416620800000000000,99.0,Released,A deadly new attraction.,Jaws 3-D,87987055,1983,3,16,2,The Jaws Collection,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47,"Al Pipkin Alonzo Ward Andy Hansen August Schwartz Barbara Quinn Bess Armstrong Carl Mazzocone Cathy Cervenka Dan Blasko Daniel Stewart Debbie Connoyer Dennis Quaid Dolores Starling Edward Laurie Gary Anstaett Harry Grant Holly Lisker Irene Schubert Jackie Kuntarich Jane Horner Joe Gilbert John Edson John Floren John Gaffey John Putch Kathy Jenkins Kaye Stevens Ken Olson Lea Thompson Les Alford Lisa Maurer Liz Morris Louis Gossett, Jr. M.J. Lloyd Mary Davis Duncan P.H. Moriarty P.T. Horn Ray Meunnich Rich Valliere Ronnie Parks Sandy Scott Scott Christoffel Simon MacCorkindale Steve Mellor Tamie Steinke Tony Shepherd Will Knickerbocker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,2,2,1,1,1,2,1,0,0,0,0,0,5,1,3,0,4,0,1,1,2,0,0,0,16.835935492889124,2.8680716712095635,207070.70707070708,1234713.5684360473,5.213248568454659,119.43595152237472,0.008372688350983358,117.78377274239057,691.4053159500373,1,0,0,1,8,2,2,58.0,4.0,,,
